,magnetic field,Stress_100,stress_2,stress_3,stress_4,stress_5,stress_6
352,10016.72001,-74880317.87,0,0,0,0,0
353,24776.10569,-108385426.6,0,0,0,0,0
354,25332.22328,-69900759.99,0,0,0,0,0
355,22113.30036,-78994648.03,0,0,0,0,0
356,10862.67513,-2875499.067,0,0,0,0,0
357,31025.93095,-18426808.9,0,0,0,0,0
358,7399.932925,-98823232.93,0,0,0,0,0
359,372.4416039,-73228188.42,0,0,0,0,0
360,4879.648229,-44428903.22,0,0,0,0,0
361,30730.79825,-97400569.13,0,0,0,0,0
362,26591.15561,-4900105.245,0,0,0,0,0
363,18831.40755,-19267443.81,0,0,0,0,0
364,5594.759917,-8923764.354,0,0,0,0,0
365,17372.14056,-24055245,0,0,0,0,0
366,27858.22148,-1779005.062,0,0,0,0,0
367,16846.81109,-97003649.75,0,0,0,0,0
368,15096.03896,-39703891.55,0,0,0,0,0
369,31467.03714,-62266819.2,0,0,0,0,0
370,15886.68021,-51811790.56,0,0,0,0,0
371,25813.75538,-75279296.53,0,0,0,0,0
372,25382.14278,-33180379.1,0,0,0,0,0
373,8294.985896,-110420140.5,0,0,0,0,0
374,16109.2733,-1804227.374,0,0,0,0,0
375,23151.68814,-95175788.67,0,0,0,0,0
376,22331.95468,-42424783.31,0,0,0,0,0
377,26357.50886,-33688618.3,0,0,0,0,0
378,20368.22564,-49776601.58,0,0,0,0,0
379,31488.27654,-73154272.14,0,0,0,0,0
380,14829.416,-108577682.9,0,0,0,0,0
381,25165.04908,-82058687.5,0,0,0,0,0
382,9336.096028,-103957054.9,0,0,0,0,0
383,15303.74935,-6060524.526,0,0,0,0,0
384,10564.86471,-62525757.15,0,0,0,0,0
385,15684.4399,-36839730.23,0,0,0,0,0
386,1696.065379,-16578085.6,0,0,0,0,0
387,21751.36048,-112500672.9,0,0,0,0,0
388,30582.8887,-23593690.55,0,0,0,0,0
389,11943.735,-24921343.3,0,0,0,0,0
390,10909.31738,-106034020.6,0,0,0,0,0
391,8206.198002,-47282482.55,0,0,0,0,0
392,29667.36313,-105212660,0,0,0,0,0
393,6230.015613,-35474338.98,0,0,0,0,0
394,25562.69503,-25403658.64,0,0,0,0,0
395,28026.0776,-55991755.38,0,0,0,0,0
396,31019.30775,-29283682.06,0,0,0,0,0
397,8211.751163,-71690121.79,0,0,0,0,0
398,28472.99702,-31214216.08,0,0,0,0,0
399,28061.03223,-29777536.93,0,0,0,0,0
400,5784.785402,-95291037.25,0,0,0,0,0
401,14442.44458,-56258691.5,0,0,0,0,0
402,7449.589634,-92936612.45,0,0,0,0,0
403,25871.33905,-119765208.4,0,0,0,0,0
404,24340.39333,-107702538.7,0,0,0,0,0
405,13744.38238,-100215448.1,0,0,0,0,0
406,24136.53,-57647527.26,0,0,0,0,0
407,23936.50734,-45280864.19,0,0,0,0,0
408,2330.629904,-41234868.43,0,0,0,0,0
409,9857.40211,-30603124.08,0,0,0,0,0
410,21946.63837,-47791330.6,0,0,0,0,0
411,7231.374444,-19440900.6,0,0,0,0,0
412,4803.058528,-23773926.31,0,0,0,0,0
413,12727.95909,-75034120.19,0,0,0,0,0
414,21005.89276,-115589218.2,0,0,0,0,0
415,24736.179,-55152202.37,0,0,0,0,0
416,16734.39684,-25876719.77,0,0,0,0,0
417,16688.6374,-28957192.89,0,0,0,0,0
418,27678.06873,-18328393.23,0,0,0,0,0
419,26244.15389,-66917729.1,0,0,0,0,0
420,12755.4213,-56906662.98,0,0,0,0,0
421,24890.48314,-78620281.6,0,0,0,0,0
422,8488.721205,-13793284.86,0,0,0,0,0
423,10570.21574,-109332011.2,0,0,0,0,0
424,22449.00642,-83503159.55,0,0,0,0,0
425,8796.178706,-5334734.282,0,0,0,0,0
426,13779.16037,-72573383.53,0,0,0,0,0
427,24117.92885,-101089599.1,0,0,0,0,0
428,27345.67694,-72763434.87,0,0,0,0,0
429,26069.82418,-95156937.45,0,0,0,0,0
430,23212.31353,-78877713.58,0,0,0,0,0
431,7352.366935,-54868720.06,0,0,0,0,0
432,16438.13324,-80413402.81,0,0,0,0,0
433,26397.90852,-11528660.61,0,0,0,0,0
434,29352.85216,-99578811.89,0,0,0,0,0
435,15197.47545,-19305523.94,0,0,0,0,0
436,9719.12733,-87657490.14,0,0,0,0,0
437,7137.248891,-21620478.89,0,0,0,0,0
438,16789.36128,-26507426.79,0,0,0,0,0
439,8028.203624,-39018804.48,0,0,0,0,0
440,12767.80792,-42165518.64,0,0,0,0,0
441,16041.08091,-105524304.7,0,0,0,0,0
442,304.975971,-65206348.23,0,0,0,0,0
443,22146.18064,-116014717.1,0,0,0,0,0
444,14670.99211,-46524419.77,0,0,0,0,0
445,18545.37046,-71831534.02,0,0,0,0,0
446,4982.448935,-82787836.06,0,0,0,0,0
447,16609.22704,-112482188.8,0,0,0,0,0
448,26862.13774,-117788230.6,0,0,0,0,0
449,7873.452873,-107841064.8,0,0,0,0,0
450,24883.98367,-82552074.4,0,0,0,0,0
451,9073.545352,-107435587.9,0,0,0,0,0
452,25825.57474,-41020447.48,0,0,0,0,0
453,20245.48678,-11430860.5,0,0,0,0,0
454,14437.72598,-8270243.884,0,0,0,0,0
455,29376.35978,-49099039.12,0,0,0,0,0
456,20816.0088,-16438917.44,0,0,0,0,0
457,7218.928465,-36583489.11,0,0,0,0,0
458,1549.692659,-32415465.68,0,0,0,0,0
459,17955.76325,-50605437.18,0,0,0,0,0
460,12963.39645,-45237693.29,0,0,0,0,0
461,4132.512723,-4425427.812,0,0,0,0,0
462,11675.26357,-42942943.89,0,0,0,0,0
463,1375.87627,-77353190.2,0,0,0,0,0
464,27092.23038,-4202348.374,0,0,0,0,0
465,2366.557874,-15078874.75,0,0,0,0,0
466,823.917934,-107807168.2,0,0,0,0,0
467,8830.444587,-100603174.7,0,0,0,0,0
468,17386.19188,-22071632.23,0,0,0,0,0
469,11257.31422,-93917703.76,0,0,0,0,0
470,8245.336135,-45065780.76,0,0,0,0,0
471,19896.77602,-46254627.66,0,0,0,0,0
472,25849.04818,-69185444.82,0,0,0,0,0
473,15559.66144,-52627029.64,0,0,0,0,0
474,5267.538324,-16483860.81,0,0,0,0,0
475,29329.59056,-50155105.8,0,0,0,0,0
476,7437.349429,-40078788.1,0,0,0,0,0
477,1566.126099,-54814545.42,0,0,0,0,0
478,6824.208624,-7243715.989,0,0,0,0,0
479,8053.371624,-9511435.567,0,0,0,0,0
480,6989.078571,-35570239.54,0,0,0,0,0
481,6667.939024,-49487887.57,0,0,0,0,0
482,18280.25479,-93533797.44,0,0,0,0,0
483,16806.11647,-5610019.075,0,0,0,0,0
484,16074.14684,-113623205.2,0,0,0,0,0
485,20631.55261,-13393811.81,0,0,0,0,0
486,23403.42375,-110748609.4,0,0,0,0,0
487,29952.49172,-104739543.1,0,0,0,0,0
488,472.611648,-118583334.7,0,0,0,0,0
489,8867.016778,-47278667.58,0,0,0,0,0
490,16521.70715,-42353565.36,0,0,0,0,0
491,1654.6414,-78034942.13,0,0,0,0,0
492,19111.74865,-6944028.315,0,0,0,0,0
493,17941.21118,-70077434.21,0,0,0,0,0
494,19597.36637,-26592734.37,0,0,0,0,0
495,21791.43024,-27519348.66,0,0,0,0,0
496,20087.60574,-10334632.06,0,0,0,0,0
497,5184.386145,-104388268.8,0,0,0,0,0
498,423.0007195,-108018042.4,0,0,0,0,0
499,20866.03743,-8510963.19,0,0,0,0,0
500,1459.127149,-61064232.69,0,0,0,0,0
501,28251.81183,-67543207.25,0,0,0,0,0
502,8597.507223,-117884937,0,0,0,0,0
503,9617.233033,-119527850.7,0,0,0,0,0
504,24611.92386,-27282953.41,0,0,0,0,0
505,834.8945753,-108844287.5,0,0,0,0,0
506,14402.57887,-89046322.79,0,0,0,0,0
507,3090.439476,-98008945.13,0,0,0,0,0
508,20483.07121,-44213905.86,0,0,0,0,0
509,7904.058259,-26523681.34,0,0,0,0,0
510,15599.11792,-42826281.39,0,0,0,0,0
511,17688.04039,-74777425.37,0,0,0,0,0
512,23155.76116,-74411284.09,0,0,0,0,0
513,31662.50287,-48186889.04,0,0,0,0,0
514,19457.55716,-24406944.65,0,0,0,0,0
515,2377.208576,-14486290.46,0,0,0,0,0
516,4037.4404,-4970935.265,0,0,0,0,0
517,10375.19189,-24382071.91,0,0,0,0,0
518,13902.9375,-4708904.549,0,0,0,0,0
519,28869.76883,-7427493.695,0,0,0,0,0
520,7676.237623,-111553479.3,0,0,0,0,0
521,8327.655037,-89344267.46,0,0,0,0,0
522,13263.61838,-86356490.86,0,0,0,0,0
523,14861.14632,-117275652.7,0,0,0,0,0
524,13994.91116,-89497708.7,0,0,0,0,0
525,20877.09831,-97374159.41,0,0,0,0,0
526,29827.19617,-26232572.67,0,0,0,0,0
527,20851.18801,-16965314.55,0,0,0,0,0
528,25261.57475,-37320383.56,0,0,0,0,0
529,14379.7237,-113476581.8,0,0,0,0,0
530,11859.47564,-89287468.28,0,0,0,0,0
531,22163.33346,-91107611.84,0,0,0,0,0
532,26052.33168,-30925255.42,0,0,0,0,0
533,3060.025305,-11820641.07,0,0,0,0,0
534,3487.92147,-20990284.53,0,0,0,0,0
535,20218.61944,-75861011.13,0,0,0,0,0
536,25525.23412,-18133353.22,0,0,0,0,0
537,25948.88331,-48194371.6,0,0,0,0,0
538,13057.03662,-9091564.829,0,0,0,0,0
539,120.8958833,-50292437.61,0,0,0,0,0
540,7101.148284,-15249026.63,0,0,0,0,0
541,13859.74061,-83726159.99,0,0,0,0,0
542,13433.66139,-89852566.9,0,0,0,0,0
543,2319.769565,-73760730.87,0,0,0,0,0
544,20787.93062,-102028829.4,0,0,0,0,0
545,16484.46679,-50891994.86,0,0,0,0,0
546,18738.6514,-106265468,0,0,0,0,0
547,28300.26924,-60634482.45,0,0,0,0,0
548,798.9788204,-42077255.54,0,0,0,0,0
549,30601.27377,-38949138.3,0,0,0,0,0
550,8313.147756,-70966870.57,0,0,0,0,0
551,219.592453,-78470621.67,0,0,0,0,0
552,6185.695984,-40275865.18,0,0,0,0,0
553,4354.049213,-53603006.66,0,0,0,0,0
554,7312.86237,-92373244.9,0,0,0,0,0
555,16901.95231,-78088335.46,0,0,0,0,0
556,4488.258217,-114961132.8,0,0,0,0,0
557,25250.22868,-14840061.43,0,0,0,0,0
