,magnetic field,Stress_100,stress_2,stress_3,stress_4,stress_5,stress_6
118,-26649.046734791144,44767878.37785078,0,0,0,0,0
119,-14195.280925896102,7290238.903196122,0,0,0,0,0
120,-26129.589493935855,46455709.7739762,0,0,0,0,0
121,-12152.51117332073,36433022.065946124,0,0,0,0,0
122,-3927.458341591323,1787606.526846173,0,0,0,0,0
123,-19642.20334874707,934528.9222021202,0,0,0,0,0
124,-21801.985884637204,21429660.977475654,0,0,0,0,0
125,-25948.459346165084,32212097.765789997,0,0,0,0,0
126,-30551.075560152727,4578723.0924974745,0,0,0,0,0
127,-137.81316485279484,9608242.211866172,0,0,0,0,0
128,-5904.808911330538,36117936.27745914,0,0,0,0,0
129,-6046.134168168602,32424857.966115177,0,0,0,0,0
130,-3566.296339871153,22162107.35580978,0,0,0,0,0
131,-2676.5681896319297,25932249.333680123,0,0,0,0,0
132,-4056.3363952730188,6898547.091721719,0,0,0,0,0
133,-3682.598276305552,25612834.08720767,0,0,0,0,0
134,-31457.800569475654,7825051.78775954,0,0,0,0,0
135,-21578.752385718817,16212836.402005099,0,0,0,0,0
136,-7997.4066901644965,27150617.960563935,0,0,0,0,0
137,-4531.064408678332,35599596.89446096,0,0,0,0,0
138,-19322.971203031673,1287713.0972236176,0,0,0,0,0
139,-25554.932696899246,12695241.684859348,0,0,0,0,0
140,-22399.168390071216,22360945.699288353,0,0,0,0,0
141,-27055.168293503837,44631040.37640829,0,0,0,0,0
142,-26650.641633697498,33721114.42845185,0,0,0,0,0
143,-12219.166599576918,19906897.39145542,0,0,0,0,0
144,-460.3320729962119,6453252.091014365,0,0,0,0,0
145,-23738.66444217522,5634259.436294108,0,0,0,0,0
146,-8777.346356500362,833897.2420794626,0,0,0,0,0
147,-20143.046541504034,28864181.66564958,0,0,0,0,0
148,-5092.655447308716,1446506.4057116592,0,0,0,0,0
149,-29863.146864122707,24588992.596033968,0,0,0,0,0
150,-19720.457549071893,16372185.723091893,0,0,0,0,0
151,-5795.917745134659,10611101.851769613,0,0,0,0,0
152,-23367.55588900078,25315922.4545181,0,0,0,0,0
153,-13054.341081972936,24145899.609228853,0,0,0,0,0
154,-10480.480715068798,2114488.8750188784,0,0,0,0,0
155,-3794.650891962061,45826041.78653074,0,0,0,0,0
156,-21866.668602030633,16808810.781088084,0,0,0,0,0
157,-14034.554705688146,15308326.936964337,0,0,0,0,0
158,-12127.881981703636,13708422.638838623,0,0,0,0,0
159,-23336.11141138487,7806296.433426917,0,0,0,0,0
160,-24513.311748709457,37047114.205616355,0,0,0,0,0
161,-30200.386749776175,11922357.39967538,0,0,0,0,0
162,-17627.25613737497,23875317.580474794,0,0,0,0,0
163,-20114.939694229783,27786742.780354094,0,0,0,0,0
164,-31601.17740427109,8984957.440105844,0,0,0,0,0
165,-25189.114390039715,25513930.180805523,0,0,0,0,0
166,-26861.457574361924,14473234.793265048,0,0,0,0,0
167,-6270.497710963848,411889.6505944752,0,0,0,0,0
168,-19904.288482286327,28151803.21978211,0,0,0,0,0
169,-23464.189991202933,14506877.868425118,0,0,0,0,0
170,-23197.961746202596,39763697.84873118,0,0,0,0,0
171,-21061.402674567868,33144562.44592217,0,0,0,0,0
172,-7285.271561254005,16620496.679121718,0,0,0,0,0
173,-14934.222209079357,20525262.94128301,0,0,0,0,0
174,-10367.517776073571,15742425.221898131,0,0,0,0,0
175,-12779.873491504026,41466139.804529026,0,0,0,0,0
176,-20635.370578157625,30771334.967325464,0,0,0,0,0
177,-23564.428297336523,1219805.224647437,0,0,0,0,0
178,-28731.496006743677,7530666.943325742,0,0,0,0,0
179,-21819.700068008904,14520647.607854959,0,0,0,0,0
180,-3999.993120487288,35286708.8337126,0,0,0,0,0
181,-19051.387499672885,38991763.30370017,0,0,0,0,0
182,-2165.944263588856,6141454.449108774,0,0,0,0,0
183,-2471.588813497331,24886134.513645772,0,0,0,0,0
184,-20227.637546973485,22772711.226299874,0,0,0,0,0
185,-31303.332601226026,43614868.53302778,0,0,0,0,0
186,-10518.736009606111,9540876.712990867,0,0,0,0,0
187,-27318.436077952763,3138219.2869640067,0,0,0,0,0
188,-26010.582545083736,42658519.200350404,0,0,0,0,0
189,-17862.8587591356,46187200.15590937,0,0,0,0,0
190,-5939.022474481464,15356538.802286675,0,0,0,0,0
191,-2718.2809633192883,27061953.841272037,0,0,0,0,0
192,-25138.39173554186,24686611.936368637,0,0,0,0,0
193,-18608.210030814873,10074830.491185375,0,0,0,0,0
194,-6971.398394848653,15954254.128718507,0,0,0,0,0
195,-12908.784042519255,32460821.56639789,0,0,0,0,0
196,-19846.20303623004,23176271.46574951,0,0,0,0,0
197,-27001.4713745498,22598877.67481499,0,0,0,0,0
198,-12328.261623062443,7025328.339308603,0,0,0,0,0
199,-17064.888145266847,26737268.28388139,0,0,0,0,0
200,-1503.386842712681,27737312.14652142,0,0,0,0,0
201,-8013.703385570689,36360234.76513522,0,0,0,0,0
202,-12048.59334141643,19038239.953441694,0,0,0,0,0
203,-16492.501026082984,36841897.234892555,0,0,0,0,0
204,-1174.8144893280182,16001568.118462782,0,0,0,0,0
205,-31718.93836794045,16956878.89081007,0,0,0,0,0
206,-11768.812008098923,2146514.639018102,0,0,0,0,0
207,-5496.460289554267,12346123.957886914,0,0,0,0,0
208,-21123.886055523883,43825987.07906039,0,0,0,0,0
209,-8080.690512242664,46359239.810684115,0,0,0,0,0
210,-5942.2086565134205,36489523.64264038,0,0,0,0,0
211,-26956.849334409402,30076178.107446775,0,0,0,0,0
212,-19590.524560331018,13365725.423053768,0,0,0,0,0
213,-19831.51119978513,27963140.656622086,0,0,0,0,0
214,-25388.091396442214,13623410.697936736,0,0,0,0,0
215,-19100.86848857358,1185954.0321112224,0,0,0,0,0
216,-5896.287498043731,36722521.38293708,0,0,0,0,0
217,-10827.211532248142,26142371.58129856,0,0,0,0,0
218,-10810.329513604736,32379737.337875385,0,0,0,0,0
219,-25418.604179488455,575629.535529144,0,0,0,0,0
220,-5378.639376028079,45460325.74138906,0,0,0,0,0
221,-18620.679859798624,28166180.827172525,0,0,0,0,0
222,-12107.848010600792,44445848.79840272,0,0,0,0,0
223,-16777.508432702758,22349038.929335885,0,0,0,0,0
224,-22684.926354737163,9247752.095277106,0,0,0,0,0
225,-10381.278726314178,25911519.54831745,0,0,0,0,0
226,-30065.841269238583,20951011.77348554,0,0,0,0,0
227,-10599.467854507486,15556698.523578774,0,0,0,0,0
228,-22044.89112523424,9572901.87126729,0,0,0,0,0
229,-19406.685744798506,36811274.90973557,0,0,0,0,0
230,-23657.834063633196,36326822.57556155,0,0,0,0,0
231,-12684.879313767828,12653721.202372793,0,0,0,0,0
232,-12835.495198951665,14146062.712346831,0,0,0,0,0
233,-19558.773332206794,46780769.519394994,0,0,0,0,0
234,-20168.408638720142,32225487.441850368,0,0,0,0,0
235,-30329.491899052275,19949360.072815645,0,0,0,0,0
236,-16160.432773557926,5972367.998803877,0,0,0,0,0
237,-29619.01986560388,38186088.97400048,0,0,0,0,0
238,-1113.783875305314,4624559.229654744,0,0,0,0,0
239,-21322.076935732886,26023774.767096207,0,0,0,0,0
240,-21314.910622616437,13521086.754833458,0,0,0,0,0
241,-14758.383094031447,19203250.904550165,0,0,0,0,0
242,-9076.704515784208,46081287.96084072,0,0,0,0,0
243,-25809.099204192004,9279487.655819615,0,0,0,0,0
244,-6897.766698141806,10290975.224548455,0,0,0,0,0
245,-9127.013415470661,9490128.287819514,0,0,0,0,0
246,-19491.307115214564,27923598.919287775,0,0,0,0,0
247,-23395.69668811796,26949788.159458324,0,0,0,0,0
248,-24226.2220021012,18002455.147090286,0,0,0,0,0
249,-29030.134170893078,3744118.0075751184,0,0,0,0,0
250,-11243.583141470262,3931169.227278024,0,0,0,0,0
251,-13593.485102163753,3916041.930981034,0,0,0,0,0
252,-23625.140824190774,26047766.64494528,0,0,0,0,0
253,-28743.27381038516,22756218.08700372,0,0,0,0,0
254,-4777.573660922181,10864396.644244647,0,0,0,0,0
255,-7357.203380624104,44041377.05466584,0,0,0,0,0
256,-21036.20378858214,46332043.52477118,0,0,0,0,0
257,-14437.324663335978,26209493.877242368,0,0,0,0,0
258,-5225.339933600531,2262616.5416696207,0,0,0,0,0
259,-25797.72674915661,45353428.41049912,0,0,0,0,0
260,-10280.091590120586,29606276.03829704,0,0,0,0,0
261,-30835.913770524017,41657198.634616524,0,0,0,0,0
262,-31823.412268426884,25264007.600397564,0,0,0,0,0
263,-18372.67787737838,11449561.204977302,0,0,0,0,0
264,-31174.532898419406,43878595.424621835,0,0,0,0,0
265,-27731.790622839744,36074879.6093948,0,0,0,0,0
266,-7509.601292412725,25480489.472153377,0,0,0,0,0
267,-16429.348085137226,39575938.05886659,0,0,0,0,0
268,-10156.994280162351,8057481.6366672,0,0,0,0,0
269,-28776.892145957576,34107174.98770951,0,0,0,0,0
270,-23072.987488437237,13969044.331706693,0,0,0,0,0
271,-12880.041609553798,43076122.57858408,0,0,0,0,0
272,-7031.525624903878,2498035.845504581,0,0,0,0,0
273,-8568.692620391272,14363632.361468166,0,0,0,0,0
274,-6518.7417415041045,45651053.8741792,0,0,0,0,0
275,-28440.73693236929,14422192.723764023,0,0,0,0,0
276,-9699.421625389126,12742854.69358594,0,0,0,0,0
277,-12710.762029589785,41536961.32916026,0,0,0,0,0
278,-30957.371819787455,30446334.288079433,0,0,0,0,0
279,-26084.261672222423,43273036.87153548,0,0,0,0,0
280,-11899.573099960742,5991378.079987239,0,0,0,0,0
281,-22778.92624357315,22783460.60954359,0,0,0,0,0
282,-15145.387659846707,13123589.050368302,0,0,0,0,0
283,-25656.416232538482,7968128.776582704,0,0,0,0,0
284,-5565.411182820527,4503052.931023085,0,0,0,0,0
285,-3558.4713138379893,35310979.41985033,0,0,0,0,0
286,-20440.555648563062,97738.67585402401,0,0,0,0,0
287,-16632.84564790992,35673663.7450935,0,0,0,0,0
288,-29210.53656673027,42614942.406424664,0,0,0,0,0
289,-4387.219639541365,4052765.7349388264,0,0,0,0,0
290,-6406.265192124117,45682981.5994968,0,0,0,0,0
291,-14104.44669480702,41590873.7092159,0,0,0,0,0
292,-30688.43861338907,35694427.78452015,0,0,0,0,0
293,-1552.1702238506562,26592154.000740755,0,0,0,0,0
294,-21663.59013168534,25433984.270232037,0,0,0,0,0
295,-22997.222879789933,34580843.78489956,0,0,0,0,0
296,-19902.967840689365,22920715.37980532,0,0,0,0,0
297,-4537.814691544764,16867805.54414761,0,0,0,0,0
298,-1185.3870497694788,9938439.97269697,0,0,0,0,0
299,-9870.879014226177,30930850.813457754,0,0,0,0,0
300,-27569.9779276418,34124627.95276381,0,0,0,0,0
301,-14102.00982674507,3004649.2177044144,0,0,0,0,0
302,-28208.64801449418,25895480.662690096,0,0,0,0,0
303,-18641.246392124638,20192613.39220635,0,0,0,0,0
304,-1106.039290114762,11862817.829961346,0,0,0,0,0
305,-6151.87571323581,25712389.76080714,0,0,0,0,0
306,-9896.907977776526,12083375.42108496,0,0,0,0,0
307,-14205.552594435763,42906067.57320282,0,0,0,0,0
308,-18652.68010518849,40914340.592033245,0,0,0,0,0
309,-20273.19757221488,3881507.0099276165,0,0,0,0,0
310,-10456.570427675482,44385267.74075142,0,0,0,0,0
311,-30885.336662616475,19258810.288437184,0,0,0,0,0
312,-31672.318499664416,38146036.03265022,0,0,0,0,0
313,-15314.851489395562,21098476.634004947,0,0,0,0,0
314,-25179.377505268712,25019100.66227833,0,0,0,0,0
315,-23011.012990620144,21420958.687941212,0,0,0,0,0
316,-24411.73725623756,20390290.942334615,0,0,0,0,0
317,-16471.191929487024,10750005.172866605,0,0,0,0,0
318,-6446.482480848405,41135648.49737449,0,0,0,0,0
319,-16699.12597810905,12528236.704759099,0,0,0,0,0
320,-28289.001501200528,46076051.56763583,0,0,0,0,0
321,-31585.991851605075,20450697.208998006,0,0,0,0,0
322,-31688.55522806564,47260333.62403186,0,0,0,0,0
323,-17691.546478213946,34035963.00657653,0,0,0,0,0
324,-30980.064204704177,3668251.8643665407,0,0,0,0,0
325,-16231.554684712186,16730726.036390547,0,0,0,0,0
326,-24.547194895006854,10786422.424582032,0,0,0,0,0
327,-2019.320122712041,7785235.560875242,0,0,0,0,0
328,-22724.35146057478,30680239.91220298,0,0,0,0,0
329,-4517.365995203221,43394992.18118818,0,0,0,0,0
330,-17895.92817867825,18022740.89672818,0,0,0,0,0
331,-19894.99657393586,12161004.155533057,0,0,0,0,0
332,-3137.635365588381,24385106.147667002,0,0,0,0,0
333,-27960.072544169096,33924547.13786827,0,0,0,0,0
334,-23891.33571514448,10341064.667551326,0,0,0,0,0
335,-20921.884929733435,29452486.42356052,0,0,0,0,0
336,-13799.991418630418,28796185.096426494,0,0,0,0,0
337,-16505.828299681332,10098102.930714222,0,0,0,0,0
338,-23942.03605094504,23127975.849422313,0,0,0,0,0
339,-17438.57054987656,6396125.933839565,0,0,0,0,0
340,-1728.5580011628283,26875232.397701897,0,0,0,0,0
341,-22570.002720247685,4741634.568393394,0,0,0,0,0
342,-2765.8632814845196,26862520.507357687,0,0,0,0,0
343,-31651.108071453575,2069719.5637292692,0,0,0,0,0
344,-6882.347996172768,12890787.4333389,0,0,0,0,0
345,-8345.521068060838,6750295.907093314,0,0,0,0,0
346,-7317.217896870759,12598245.598605871,0,0,0,0,0
347,-16340.638989894396,2486052.658139002,0,0,0,0,0
348,-7275.555470990397,7107391.200038679,0,0,0,0,0
349,-19568.777851639225,33366712.13791675,0,0,0,0,0
350,-11097.825708073484,20627904.045262016,0,0,0,0,0
351,-16533.958876859753,9006878.454394652,0,0,0,0,0
352,-14427.361531561395,43420809.89116215,0,0,0,0,0
353,-13952.148746444665,17270715.16075868,0,0,0,0,0
354,-6584.997460931007,34813095.6709101,0,0,0,0,0
355,-15520.438248563438,40139391.8864087,0,0,0,0,0
356,-23654.297424578173,686561.6846405522,0,0,0,0,0
357,-17257.83518519457,41074262.04075172,0,0,0,0,0
358,-20905.38180144686,717332.4513113617,0,0,0,0,0
359,-9290.640388395026,35976947.601164125,0,0,0,0,0
360,-47.90337701794599,30986102.418486223,0,0,0,0,0
361,-24492.067630389385,10108089.626266882,0,0,0,0,0
362,-7785.715018781423,7187075.852158565,0,0,0,0,0
363,-24812.149108628462,15872305.706899585,0,0,0,0,0
364,-11372.379674648313,1940458.6854755667,0,0,0,0,0
365,-563.8991445137342,17287394.68311255,0,0,0,0,0
366,-4572.072311559099,11487068.015111122,0,0,0,0,0
367,-8554.979819426397,15682985.187663505,0,0,0,0,0
368,-24387.411080595168,41256754.888900734,0,0,0,0,0
369,-1915.1574008040402,25722057.114346415,0,0,0,0,0
370,-13736.860332773631,35089859.559333,0,0,0,0,0
371,-25013.668505464633,37755800.455849506,0,0,0,0,0
372,-30238.83388833649,31507914.784729782,0,0,0,0,0
373,-4279.683143762681,7562692.187153568,0,0,0,0,0
374,-21559.40904010775,2096146.4650449648,0,0,0,0,0
375,-7554.478105334216,6933870.230329767,0,0,0,0,0
376,-9442.738447400801,44589099.58701177,0,0,0,0,0
377,-19884.866370233394,24848059.78401594,0,0,0,0,0
378,-152.9192161850711,38602121.75339097,0,0,0,0,0
379,-16722.254876239636,41388527.53201636,0,0,0,0,0
380,-3046.1624013753844,7159689.824225712,0,0,0,0,0
381,-9241.305879357795,5323765.130739394,0,0,0,0,0
382,-17392.72824215765,10584075.120431848,0,0,0,0,0
383,-16261.546698023789,34150399.11467183,0,0,0,0,0
384,-20525.150062141383,7220167.65120321,0,0,0,0,0
385,-9877.861070152445,6619668.200485387,0,0,0,0,0
386,-4521.973090919666,8096121.375877013,0,0,0,0,0
387,-31850.89373673092,6975689.693471339,0,0,0,0,0
388,-12794.062711099785,36630371.43151824,0,0,0,0,0
389,-6706.757588461456,27397226.983889,0,0,0,0,0
390,-31709.925375340204,28750086.61319178,0,0,0,0,0
391,-23714.721027681713,32982267.561852254,0,0,0,0,0
392,-25971.55259262539,34901336.99137313,0,0,0,0,0
393,-15184.245725764305,4090669.111400146,0,0,0,0,0
394,-29443.004379771184,34338237.99393554,0,0,0,0,0
395,-19440.743414093653,26767511.468364168,0,0,0,0,0
396,-28478.585479633453,33477427.69686608,0,0,0,0,0
397,-27084.05682688234,23402364.495616857,0,0,0,0,0
398,-9270.462244007658,979265.789355696,0,0,0,0,0
399,-10817.045140967251,13941741.36920535,0,0,0,0,0
400,-227.46121494567723,39555187.54810542,0,0,0,0,0
401,-23698.45264630392,15050829.054326804,0,0,0,0,0
402,-16873.314414188033,35514295.68324958,0,0,0,0,0
403,-2397.014859972526,38909655.342179865,0,0,0,0,0
404,-13995.925387102234,44786336.69893229,0,0,0,0,0
405,-10742.192667064155,29978508.97868947,0,0,0,0,0
406,-21528.795851840077,44733210.79250362,0,0,0,0,0
407,-8006.860656361653,26616320.056137126,0,0,0,0,0
408,-15385.136514887736,39015054.69831051,0,0,0,0,0
409,-13652.794274709871,17568086.02822855,0,0,0,0,0
410,-27875.635691752646,23017977.224604577,0,0,0,0,0
411,-4505.991102483938,42062186.054716565,0,0,0,0,0
412,-21771.077667162448,30800177.366948467,0,0,0,0,0
413,-2772.6080170265454,37196453.31947936,0,0,0,0,0
414,-3287.5642152403548,14134167.445918253,0,0,0,0,0
415,-31802.07402990885,32664956.84225788,0,0,0,0,0
416,-31511.855847047893,27140448.826320607,0,0,0,0,0
417,-28932.19862166655,26262452.144158904,0,0,0,0,0
418,-3701.1375529137304,36399310.035867654,0,0,0,0,0
419,-23245.26409501918,39997689.42049522,0,0,0,0,0
420,-24365.719584397226,7666679.972359032,0,0,0,0,0
421,-3812.706263606138,39953839.2186378,0,0,0,0,0
422,-13005.602738195368,47745861.23631777,0,0,0,0,0
423,-4692.86722143545,12141920.366796523,0,0,0,0,0
424,-30866.480605162873,4683189.51869808,0,0,0,0,0
425,-7532.87702188188,41705224.91266909,0,0,0,0,0
426,-6497.207221422661,595740.0523338143,0,0,0,0,0
427,-10043.90526116826,27585869.813320123,0,0,0,0,0
428,-9045.06597334514,47686481.11057003,0,0,0,0,0
429,-12204.988282736695,6033611.352083525,0,0,0,0,0
430,-24269.325464777296,28240793.1048068,0,0,0,0,0
431,-4723.148794246655,29757064.147027098,0,0,0,0,0
432,-11210.870600285813,13694047.184992323,0,0,0,0,0
433,-22618.669320398792,31803252.051625505,0,0,0,0,0
434,-27485.00514662164,25733096.494341522,0,0,0,0,0
435,-16189.52704441938,32574077.855825137,0,0,0,0,0
436,-28537.976193591603,7266399.291236751,0,0,0,0,0
437,-12077.932064877306,5267372.437390743,0,0,0,0,0
438,-18379.861164124693,42277916.61352833,0,0,0,0,0
439,-14143.570980316994,17939132.35335698,0,0,0,0,0
440,-20404.52188096291,4039924.9538834114,0,0,0,0,0
441,-17544.664814873624,3720877.1296950243,0,0,0,0,0
442,-24585.30607113287,30302555.86199681,0,0,0,0,0
443,-18888.58720919862,47019675.61229831,0,0,0,0,0
444,-16198.663636254929,2418615.2576455968,0,0,0,0,0
445,-8738.39237619508,6852144.633850834,0,0,0,0,0
446,-20884.078926707978,1469644.972459037,0,0,0,0,0
447,-17646.392751185653,28039986.47448684,0,0,0,0,0
448,-25186.74738715491,28207898.546694253,0,0,0,0,0
449,-18342.583498111704,22531813.444426626,0,0,0,0,0
450,-5523.760445465263,16528542.90784176,0,0,0,0,0
451,-28804.709613154355,30392234.764917057,0,0,0,0,0
452,-14263.730669507453,44395585.69957569,0,0,0,0,0
453,-6243.346194609888,10423179.164458675,0,0,0,0,0
454,-9982.370794929075,46383879.124786474,0,0,0,0,0
455,-25260.403175940475,5542479.663159384,0,0,0,0,0
456,-28831.236313714635,40370504.01571444,0,0,0,0,0
457,-18930.69338575204,38719783.80953812,0,0,0,0,0
458,-407.766258244108,8300761.420039411,0,0,0,0,0
459,-1671.6731540094531,35981184.72955937,0,0,0,0,0
460,-677.225226079665,19409991.20454478,0,0,0,0,0
461,-13289.064096466298,10275769.237346305,0,0,0,0,0
462,-4437.277467744242,43005722.58577042,0,0,0,0,0
463,-15499.343085618964,25152563.2246684,0,0,0,0,0
464,-1895.489101791279,6945556.071341645,0,0,0,0,0
465,-29624.427559373948,7980634.779878189,0,0,0,0,0
466,-30187.993365931892,15490532.203659272,0,0,0,0,0
467,-3279.1829694883463,34645216.24814103,0,0,0,0,0
468,-6148.375653917496,2809551.621813677,0,0,0,0,0
469,-7899.72960271595,18041085.480406146,0,0,0,0,0
470,-9762.71602480804,1829044.4836775714,0,0,0,0,0
471,-19690.8508406418,11141697.039504096,0,0,0,0,0
472,-18834.457431937422,47334866.30831801,0,0,0,0,0
473,-16977.35988161352,923047.1303057857,0,0,0,0,0
474,-17754.482380878035,39081406.08350623,0,0,0,0,0
475,-29886.583546389815,3830251.3117682696,0,0,0,0,0
476,-15601.304605775971,31649824.59581029,0,0,0,0,0
477,-12243.75148436339,44579204.76329572,0,0,0,0,0
